group,slot,observed_attempts,status
longhaul,2026-07-01T13:00Z,0,missing
longhaul,2026-07-01T19:00Z,0,missing
longhaul,2026-07-02T01:00Z,1,pre-manifest
longhaul,2026-07-02T07:00Z,0,missing
longhaul,2026-07-02T13:00Z,0,missing
longhaul,2026-07-02T19:00Z,0,missing
longhaul,2026-07-03T01:00Z,0,missing
longhaul,2026-07-03T07:00Z,0,missing
longhaul,2026-07-03T13:00Z,0,missing
longhaul,2026-07-03T19:00Z,0,missing
longhaul,2026-07-04T01:00Z,0,missing
longhaul,2026-07-04T07:00Z,0,missing
longhaul,2026-07-04T13:00Z,0,missing
longhaul,2026-07-04T19:00Z,0,missing
longhaul,2026-07-05T01:00Z,0,missing
longhaul,2026-07-05T07:00Z,0,missing
longhaul,2026-07-05T13:00Z,0,missing
longhaul,2026-07-05T19:00Z,0,missing
longhaul,2026-07-06T01:00Z,0,missing
longhaul,2026-07-06T07:00Z,0,missing
longhaul,2026-07-06T13:00Z,0,missing
longhaul,2026-07-06T19:00Z,0,missing
longhaul,2026-07-07T01:00Z,0,missing
longhaul,2026-07-07T07:00Z,0,missing
longhaul,2026-07-07T13:00Z,0,missing
longhaul,2026-07-07T19:00Z,0,missing
longhaul,2026-07-08T01:00Z,0,missing
longhaul,2026-07-08T07:00Z,0,missing
longhaul,2026-07-08T13:00Z,0,missing
longhaul,2026-07-08T19:00Z,0,missing
longhaul,2026-07-09T01:00Z,0,missing
longhaul,2026-07-09T07:00Z,0,missing
longhaul,2026-07-09T13:00Z,0,missing
longhaul,2026-07-09T19:00Z,0,missing
longhaul,2026-07-10T01:00Z,0,missing
longhaul,2026-07-10T07:00Z,0,missing
longhaul,2026-07-10T13:00Z,0,missing
longhaul,2026-07-10T19:00Z,0,missing
longhaul,2026-07-11T01:00Z,0,missing
longhaul,2026-07-11T07:00Z,0,missing
longhaul,2026-07-11T13:00Z,0,missing
longhaul,2026-07-11T19:00Z,0,missing
longhaul,2026-07-12T01:00Z,0,missing
longhaul,2026-07-12T07:00Z,0,missing
longhaul,2026-07-12T13:00Z,0,missing
longhaul,2026-07-12T19:00Z,0,missing
longhaul,2026-07-13T01:00Z,0,missing
longhaul,2026-07-13T07:00Z,0,missing
longhaul,2026-07-13T13:00Z,0,missing
longhaul,2026-07-13T19:00Z,0,missing
longhaul,2026-07-14T01:00Z,0,missing
longhaul,2026-07-14T07:00Z,0,missing
longhaul,2026-07-14T13:00Z,0,missing
longhaul,2026-07-14T19:00Z,0,missing
longhaul,2026-07-15T01:00Z,0,missing
longhaul,2026-07-15T07:00Z,0,missing
longhaul,2026-07-15T13:00Z,0,missing
longhaul,2026-07-15T19:00Z,0,missing
longhaul,2026-07-16T01:00Z,0,missing
longhaul,2026-07-16T07:00Z,0,missing
longhaul,2026-07-16T13:00Z,0,missing
longhaul,2026-07-16T19:00Z,0,missing
longhaul,2026-07-17T01:00Z,1,pre-manifest
longhaul,2026-07-17T07:00Z,0,missing
longhaul,2026-07-17T13:00Z,0,missing
longhaul,2026-07-17T19:00Z,0,missing
longhaul,2026-07-18T01:00Z,0,missing
longhaul,2026-07-18T07:00Z,0,missing
longhaul,2026-07-18T13:00Z,0,missing
longhaul,2026-07-18T19:00Z,0,missing
longhaul,2026-07-19T01:00Z,0,missing
longhaul,2026-07-19T07:00Z,0,missing
longhaul,2026-07-19T13:00Z,0,missing
longhaul,2026-07-19T19:00Z,0,missing
longhaul,2026-07-20T01:00Z,0,missing
longhaul,2026-07-20T07:00Z,0,missing
longhaul,2026-07-20T13:00Z,0,missing
longhaul,2026-07-20T19:00Z,0,missing
longhaul,2026-07-21T01:00Z,0,missing
longhaul,2026-07-21T07:00Z,0,missing
longhaul,2026-07-21T13:00Z,0,missing
longhaul,2026-07-21T19:00Z,0,missing
longhaul,2026-07-22T01:00Z,0,missing
longhaul,2026-07-22T07:00Z,0,missing
longhaul,2026-07-22T13:00Z,0,missing
longhaul,2026-07-22T19:00Z,0,missing
longhaul,2026-07-23T01:00Z,0,missing
longhaul,2026-07-23T07:00Z,0,missing
longhaul,2026-07-23T13:00Z,0,missing
longhaul,2026-07-23T19:00Z,0,maintenance
longhaul,2026-07-24T01:00Z,0,maintenance
longhaul,2026-07-24T07:00Z,0,maintenance
longhaul,2026-07-24T13:00Z,1,complete
longhaul,2026-07-24T19:00Z,1,complete
longhaul,2026-07-25T01:00Z,1,complete
longhaul,2026-07-25T07:00Z,1,complete
longhaul,2026-07-25T13:00Z,1,complete
longhaul,2026-07-25T19:00Z,1,complete
longhaul,2026-07-26T01:00Z,1,complete
longhaul,2026-07-26T07:00Z,1,complete
longhaul,2026-07-26T13:00Z,1,complete
longhaul,2026-07-26T19:00Z,1,complete
longhaul,2026-07-27T01:00Z,1,complete
longhaul,2026-07-27T07:00Z,1,complete
longhaul,2026-07-27T13:00Z,1,complete
longhaul,2026-07-27T19:00Z,1,complete
longhaul,2026-07-28T01:00Z,1,complete
longhaul,2026-07-28T07:00Z,1,complete
longhaul,2026-07-28T13:00Z,1,complete
longhaul,2026-07-28T19:00Z,1,complete
longhaul,2026-07-29T01:00Z,1,complete
longhaul,2026-07-29T07:00Z,1,complete
longhaul,2026-07-29T13:00Z,1,complete
longhaul,2026-07-29T19:00Z,1,complete
longhaul,2026-07-30T01:00Z,1,complete
longhaul,2026-07-30T07:00Z,1,complete
longhaul,2026-07-30T13:00Z,1,complete
longhaul,2026-07-30T19:00Z,1,complete
longhaul,2026-07-31T01:00Z,1,complete
longhaul,2026-07-31T07:00Z,1,complete
longhaul,2026-07-31T13:00Z,1,complete
longhaul,2026-07-31T19:00Z,1,complete
longhaul,2026-08-01T01:00Z,1,complete
longhaul,2026-08-01T07:00Z,1,complete
longhaul,2026-08-01T13:00Z,1,complete
longhaul,2026-08-01T19:00Z,1,complete
longhaul,2026-08-02T01:00Z,1,complete
longhaul,2026-08-02T07:00Z,1,complete
longhaul,2026-08-02T13:00Z,1,complete
longhaul,2026-08-02T19:00Z,1,complete
longhaul,2026-08-03T01:00Z,1,complete
longhaul,2026-08-03T07:00Z,1,complete
longhaul,2026-08-03T13:00Z,1,complete
longhaul,2026-08-03T19:00Z,1,complete
longhaul,2026-08-04T01:00Z,1,complete
longhaul,2026-08-04T07:00Z,1,complete
longhaul,2026-08-04T13:00Z,1,complete
longhaul,2026-08-04T19:00Z,1,complete
longhaul,2026-08-05T01:00Z,1,complete
longhaul,2026-08-05T07:00Z,1,complete
longhaul,2026-08-05T13:00Z,1,complete
longhaul,2026-08-05T19:00Z,1,complete
longhaul,2026-08-06T01:00Z,1,complete
longhaul,2026-08-06T07:00Z,1,complete
longhaul,2026-08-06T13:00Z,1,complete
longhaul,2026-08-06T19:00Z,1,complete
longhaul,2026-08-07T01:00Z,1,complete
longhaul,2026-08-07T07:00Z,1,complete
longhaul,2026-08-07T13:00Z,1,complete
longhaul,2026-08-07T19:00Z,1,complete
longhaul,2026-08-08T01:00Z,1,complete
longhaul,2026-08-08T07:00Z,1,complete
longhaul,2026-08-08T13:00Z,1,complete
longhaul,2026-08-08T19:00Z,1,complete
longhaul,2026-08-09T01:00Z,1,complete
longhaul,2026-08-09T07:00Z,1,complete
longhaul,2026-08-09T13:00Z,1,complete
longhaul,2026-08-09T19:00Z,1,complete
longhaul,2026-08-10T01:00Z,1,complete
longhaul,2026-08-10T07:00Z,1,complete
longhaul,2026-08-10T13:00Z,1,complete
longhaul,2026-08-10T19:00Z,1,complete
longhaul,2026-08-11T01:00Z,1,complete
longhaul,2026-08-11T07:00Z,1,complete
longhaul,2026-08-11T13:00Z,1,complete
longhaul,2026-08-11T19:00Z,1,complete
longhaul,2026-08-12T01:00Z,1,complete
longhaul,2026-08-12T07:00Z,1,complete
longhaul,2026-08-12T13:00Z,1,complete
longhaul,2026-08-12T19:00Z,1,complete
longhaul,2026-08-13T01:00Z,1,complete
longhaul,2026-08-13T07:00Z,1,complete
longhaul,2026-08-13T13:00Z,1,complete
longhaul,2026-08-13T19:00Z,1,complete
longhaul,2026-08-14T01:00Z,1,complete
longhaul,2026-08-14T07:00Z,1,complete
longhaul,2026-08-14T13:00Z,1,complete
longhaul,2026-08-14T19:00Z,1,complete
longhaul,2026-08-15T01:00Z,1,complete
longhaul,2026-08-15T07:00Z,1,complete
longhaul,2026-08-15T13:00Z,1,complete
longhaul,2026-08-15T19:00Z,1,complete
longhaul,2026-08-16T01:00Z,1,complete
longhaul,2026-08-16T07:00Z,1,complete
longhaul,2026-08-16T13:00Z,1,complete
longhaul,2026-08-16T19:00Z,1,complete
longhaul,2026-08-17T01:00Z,1,complete
longhaul,2026-08-17T07:00Z,1,complete
longhaul,2026-08-17T13:00Z,1,complete
longhaul,2026-08-17T19:00Z,1,complete
longhaul,2026-08-18T01:00Z,1,complete
longhaul,2026-08-18T07:00Z,1,complete
longhaul,2026-08-18T13:00Z,1,complete
longhaul,2026-08-18T19:00Z,1,complete
longhaul,2026-08-19T01:00Z,1,complete
longhaul,2026-08-19T07:00Z,1,complete
longhaul,2026-08-19T13:00Z,1,complete
longhaul,2026-08-19T19:00Z,1,partial
longhaul,2026-08-20T01:00Z,1,complete
longhaul,2026-08-20T07:00Z,1,complete
longhaul,2026-08-20T13:00Z,1,complete
longhaul,2026-08-20T19:00Z,1,complete
longhaul,2026-08-21T01:00Z,1,complete
longhaul,2026-08-21T07:00Z,1,complete
longhaul,2026-08-21T13:00Z,1,complete
longhaul,2026-08-21T19:00Z,1,complete
longhaul,2026-08-22T01:00Z,1,complete
longhaul,2026-08-22T07:00Z,1,complete
longhaul,2026-08-22T13:00Z,1,complete
longhaul,2026-08-22T19:00Z,1,complete
longhaul,2026-08-23T01:00Z,1,complete
longhaul,2026-08-23T07:00Z,1,complete
longhaul,2026-08-23T13:00Z,1,complete
longhaul,2026-08-23T19:00Z,1,complete
longhaul,2026-08-24T01:00Z,1,complete
longhaul,2026-08-24T07:00Z,1,complete
longhaul,2026-08-24T13:00Z,1,complete
longhaul,2026-08-24T19:00Z,1,complete
longhaul,2026-08-25T01:00Z,1,complete
longhaul,2026-08-25T07:00Z,1,complete
longhaul,2026-08-25T13:00Z,1,complete
longhaul,2026-08-25T19:00Z,1,complete
longhaul,2026-08-26T01:00Z,1,complete
